Sentence,Score,Sentiment
And then there s one other trend that I don t think we talk about enough  which is leadership in these large enterprises are increasingly more technical. So you re seeing large traditional companies hire cloud executives from Amazon  right  and Google  et cetera. So you re finding CTOs and CIOs that are developers  like we re coders  we have carried the pager  like really understand the value of not just our first use case  but automating and preventing incidents by using data and machine learning.,-0.1985683748498559,NEUTRAL
So it s just more of an open mind towards adopting some of our newer solutions. And that s probably the thing that I ve been the most excited about. When you look at the customers spending over    million  growing by      that s because they re not like crawling  walking and running. They re putting together a transformative relationship with us from the start. And then the growth comes as they add users and teams and bring them on board.,0.3298282870091498,POSITIVE
Sterling Auty,-0.01156417466700077,NEUTRAL
Got it. Thank you.,0.4960702979005873,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
Okay. Thank you so much. Going back to some hands raised from Morgan Stanley  we have Sanjit Singh. Sanjit  on to the spotlight here.,0.47418793733231723,POSITIVE
Sanjit Singh,-0.00813007727265358,NEUTRAL
Well  thank you. Congrats on Q . And really  thank you for all the great metrics this quarter. A lot of things stand out. I think Event Intelligence being up      was a particular standout. And I guess my question for you  Jen  is going back to the IPO  you re really clear with us on what the marching orders for the company was  which was to move upmarket and  frankly  be able to monetize your technology lead relative to customers. And I guess it s been the theme of this call so far  but along the dimensions of sales cycles  deal sizes  how often customers sort of haggle with you on price  where are you today versus    months ago     months ago  when we re sort of really starting that journey ,0.4744269334478304,POSITIVE
Jennifer Tejada,0.0010443444189149886,NEUTRAL
I m really proud of the balance that we ve struck there. We always talked about our hybrid go-to-market model  the fact that we   our land motion is e-commerce-driven  and then our expand motion starts out as transactional and very short sales cycles  a lot of deals created and closed in the quarter. But then as we ve gotten into more strategic relationships  where you ve got thousands or tens of thousands of users inside a Fortune     company  they want a partner to support them.,0.37105054315179586,POSITIVE
They want strategic customer success. They want professional services. They want an experienced account executive to help them. And I think Dave and the team have done a great job of bringing that to lay for us without damaging the velocity of the flywheel at the same token. So like we won t dive in deep into the funnel to get hands on something that can grow on its own. So that s one thing I m really proud of.,0.42929221119266003,POSITIVE
The second thing is I think the product team has really struck the balance between getting new features to market  but also continuing to add robust services and important reliability and resiliency investments to the platform so that we can support the largest customers in the world  the most innovative customers in the world in doing what they need to do at the pace they need to do it  right  And so one of the challenges that you have as you grow in enterprise size and I ve seen this in my career is you get a lot of customer requests. And they re not always request you re going to want to build for the rest of the market  so you ve really got to strike that balance. And the product team has worked really hard to be in the market  listening to our largest customers  but also making sure that when we build something  it s going to engage our entire user community  not a couple of large customers that have a corner case. So I think that s been good.,-0.09122395515441895,MIXED
I also think that there is a recognition around our ROI and our payback and our time to value. So it s not a three-year problem to figure out whether the investment you made in PagerDuty is going to pay off. It s a two-month payback. It s an      ROI over three years. And that -- like we get those numbers from our customers. IDC audited those numbers. So when you see that  it becomes a much easier conversation as the quantifiable value prop becomes more obvious. And we ve gotten better at having that conversation with customers as we ve grown up  for sure.,0.08652793988585472,NEUTRAL
And then the last thing that I would say is  we re still being chosen by the most innovative startups on the planet. So if you look at where the developer community looks for influence  we re still the first choice there. The market has been very concerned over competition for a very long time and every quarter  we prove that  that is not an issue for us  and we re going to continue to prove that until it doesn t come up anymore.,-0.15527167916297913,NEGATIVE
Sanjit Singh,-0.00813007727265358,NEUTRAL
It s coming up less and less  so that s definitely a good sign. As a follow-up question  I wanted to ask about what s going on in security  because it seems like that market is evolving  kind of  like cloud and the DevOps movement gave rise to observability and automated incident response. It seems like cloud security is on a similar track  and we ve seen a lot of M A  security guys requiring log analytics vendors to do that convergence for the SOP team. And so I m wondering to think about how you were thinking about the security operations team and what your roadmap and your ability to serve those sets of users as they lean into the cloud at a much more accelerated pace coming out of the crisis ,0.10248645395040512,NEUTRAL
Jennifer Tejada,0.0010443444189149886,NEUTRAL
We already serve SecOps teams very well. We don t market ourselves very well in that regard. But we already serve SecOps teams very well  because if you think about it  responding to a security breach or a potential threat is the best version of incident response. It s the best example of why it s mission-critical  why it s time-sensitive  how unpredictable it is and how often unstructured it is  and the only way you resolve a situation like a breach to data leak  a potential threat  et cetera  is to orchestrate very detailed troubleshooting and work across multiple teams across the organization  and PagerDuty already does that.,0.16951497457921505,POSITIVE
The other thing that we re seeing is developers largely comprise SecOp teams  so they already have a PagerDuty experience that s been positive. It s often a developer who moves into security that brings us in  et cetera.,0.037356503307819366,NEUTRAL
And if you -- and then the last thing that I would say is when you look at Event Intelligence and what we ve done with digital operations management  it is about really finding signal in the noise. As these events are coming through  those integration investments that we ve made to the security stack  the threat management stack  et cetera  have been really important in diligencing is this a technology issue  is it a security issue  is it a data issue  et cetera. So  -- and I guess one final thing I would say is the security team and the dev team need to work really effectively together. And ITSM products do not serve the urgent nature of something that is happening right now that could be business critical  where you ve got to engage with developers in seconds and minutes  not raise a ticket and wait for a developer to open up their e-mail and find that.,-0.35445977561175823,NEGATIVE
So  the timeliness of getting that work done is really important. So  that is an area that we will continue to invest in. And I think we have to think about is that the right business model to do that long-term  et cetera  but I m also always trying to help to make sure we re not focusing on too many things at once. And so we re really following where the customer is headed. And we do see the developer community having a huge influence in the SecOps team and in the SOP.,0.1881716416683048,NEUTRAL
Sanjit Singh,-0.00813007727265358,NEUTRAL
Thank you. Thanks Jen.,0.49887673203193117,POSITIVE
Jennifer Tejada,0.0010443444189149886,NEUTRAL
Thank you.,0.49911520398018183,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
Currently  we do have two more analysts queued. Chad Bennett next to you and then Kingsley Crane coming to you after. Chad let me bring you up here.,0.00546431727707386,NEUTRAL
Chad Bennett,0.0006597351748496294,NEUTRAL
Hi Jennifer  hi Howard.,0.0242147166718496,NEUTRAL
Jennifer Tejada,0.0010443444189149886,NEUTRAL
Hi Chad.,0.012969466508366168,NEUTRAL
Howard Wilson,0.00016406064969487488,NEUTRAL
Hey Chad.,-0.00017841020599007607,NEUTRAL
Chad Bennett,0.0006597351748496294,NEUTRAL
How are you ,-0.021009929478168488,NEUTRAL
Howard Wilson,0.00016406064969487488,NEUTRAL
Good.,0.49337195881525986,POSITIVE
Jennifer Tejada,0.0010443444189149886,NEUTRAL
Great. Thank you. How are you ,0.4953434177368763,POSITIVE
Chad Bennett,0.0006597351748496294,NEUTRAL
Good. So  Howard  do you have the CRPO number handy for the quarter ,0.45979246485512704,POSITIVE
Howard Wilson,0.00016406064969487488,NEUTRAL
Yes. So  our remaining performance operation number  I knew the percentage  I will give it to you in just a minute       million.,0.13822068832814693,NEUTRAL
Chad Bennett,0.0006597351748496294,NEUTRAL
Okay. And that was CRPO ,-0.07435089536011219,NEUTRAL
Howard Wilson,0.00016406064969487488,NEUTRAL
That was -- yes.,0.13492568116635084,NEUTRAL
Chad Bennett,0.0006597351748496294,NEUTRAL
And that was up how much ,0.025861069560050964,NEUTRAL
Howard Wilson,0.00016406064969487488,NEUTRAL
Up    .,0.020663388073444366,NEUTRAL
Chad Bennett,0.0006597351748496294,NEUTRAL
Okay. So  CRPO was up the same amount as overall RPO ,-0.0666009820997715,NEUTRAL
Howard Wilson,0.00016406064969487488,NEUTRAL
Sorry  CRPO  no  I don t have those numbers with me.,-0.32552790455520153,NEGATIVE
Chad Bennett,0.0006597351748496294,NEUTRAL
Yes. Okay. And then -- so just kind of pushing a little bit  pushing you to a little bit on the guide. And I think Jennifer maybe let the cat out of the bag on     growth  your expectations  which I d love to hear and everybody wants more. Just for the growth in Event Intelligence  the growth in the digital ops platform and the acceleration you re seeing in enterprise and the comeback in SMB  the net expansion range you gave Howard of     to      I guess  anything can happen in any quarter on that metric. But why would that metric go backwards from where we are today  Is there something under the hood that you re looking at ,0.007080480456352234,NEUTRAL
Howard Wilson,0.00016406064969487488,NEUTRAL
Yes. So  just the mechanics  the range that we provided is     to      we ve seen some steady acceleration over the last two quarters in terms of that number. Part of the reason for why we expect it to fluctuate a bit is our expansions are often related to customers  renewals  right  So  that s often a time  so there s a seasonality element to it that can change when these things -- these occur. Sometimes we bring the renewal forward  and so there s an early renewal.,-0.015139197930693626,NEUTRAL
The other aspect of this is it s very hard to always be sure exactly which customers in a cohort are going to expand. So  whilst we ve seen a high level of predictability  particularly in the enterprise in terms of seeing roughly a third of our customers expand every quarter  it s hard to know exactly from which cohort  how many will expand. But we re feeling comfortable with our ability to forecast it and that s why we ve decided this year to give focus a view on where we think we would land between the  .   and  .    expecting that whenever we land on average  enterprise would be high.,-0.01643756590783596,MIXED
Chad Bennett,0.0006597351748496294,NEUTRAL
Right. And enterprise is now north of     of the business  right ,0.04913920909166336,NEUTRAL
Howard Wilson,0.00016406064969487488,NEUTRAL
Correct.,0.44246221287176013,POSITIVE
Chad Bennett,0.0006597351748496294,NEUTRAL
Yes. Okay. So if anything  that number should accelerate  right  Not putting words in your mouth  right ,-0.017653904855251312,NEUTRAL
Howard Wilson,0.00016406064969487488,NEUTRAL
We would expect that  obviously  enterprise being a large contributor to that number as enterprise continues to grow  and we see that momentum continue  it would contribute positively to the dollar-based net retention.,0.07575058750808239,NEUTRAL
Jennifer Tejada,0.0010443444189149886,NEUTRAL
Yes  and I ll jump in there. Just to add a comment. I mean  I am reasonably optimistic about the macro right now. I use the words right now very intentionally. I mean who knows what s going to happen in fall  And so  I just want to point out that  like we re still in a very volatile  unpredictable macro environment. And we re obviously thinking about that. My comments around getting back into the   s  like that s not a guide. That is -- I am confident this company will get back with a free handle in front of it  but I m not telling you when.,0.27215735986828804,POSITIVE
Howard Wilson,0.00016406064969487488,NEUTRAL
Yes. And I mean  I would just say  Chad  last year at this time  we were having a very different call  like the world is falling apart. And I was trying to give guidance at that point in time  we decided not to suspend guidance despite the uncertainty and we re we ve actually make sure that we ve exceeded our guidance every quarter. So my view is that I want to make sure that what I have visibility of today  and we have reasonable visibility that leads us to give the guide that we do.,0.09715148247778416,NEUTRAL
Jennifer Tejada,0.0010443444189149886,NEUTRAL
Howard also makes a really good point that if you think about PagerDuty on the whole and you think about our team and kind of how we think about our own business  we are durable. It s a very durable business. It s been a pretty predictable business. Our customer expansion      of our enterprise customers expanding every quarter have been predictable. And that s because our customers have become reliant on us  and they are consistently growing through their user base and through add-ons. And I expect that to continue. So that is one of those things that gives me a lot of confidence.,0.0391177237033844,MIXED
Chad Bennett,0.0006597351748496294,NEUTRAL
Fair point from both of you on the guide last year. You were one of the few  I will point out. Just one follow-up real quick  I assume the expectations on new logo contribution for the year in terms of mix have not changed or any kind of different expectations on new logo contribution ,0.1133105531334877,POSITIVE
Howard Wilson,0.00016406064969487488,NEUTRAL
So the way I would frame this is that  the real revenue or ARR drivers for us are mid-market and enterprise logos. And those remain for us an area of focus. Obviously  we are keen to add logos in the SMB space and very small business because that s where a lot of these companies start out. But what actually contributes to our results significantly  it s the up-market numbers. And our expectations is that. we will continue to see those grow at a healthy rate.,0.13705369783565402,NEUTRAL
Chad Bennett,0.0006597351748496294,NEUTRAL
Great. Thank you. Great execution on the quarter and the year.,0.4994131499333889,POSITIVE
Howard Wilson,0.00016406064969487488,NEUTRAL
Thanks Chad.,0.4732737859012559,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
Okay  thank you. And we do have a hand raise from Kingsley Crane at Berenberg.  Operator Instructions ,0.39342486148234457,POSITIVE
Q   Kingsley Crane,8.30718781799078e-05,NEUTRAL
Hi  good to see you and thanks for fitting me in. I had a quick one on the user counts  the         users. Up     is remarkable  higher than     growth last year and growing a little bit faster than revenue. So as we think about heading towards the   million user count  should we expect user count to continue to outpace revenue  How should we think about the drivers between customer service  And you re also seeing a higher percentage of ARR due to digital ops as well  so ,0.40372977685183287,POSITIVE
Owen Wilson,-8.405707194469869e-05,NEUTRAL
Yes. Should I take it  Jen  or do you want to ,0.18203612323850393,NEUTRAL
Jennifer Tejada,0.0010443444189149886,NEUTRAL
I ll take a crack at it  and then you can correct me. So the number one  I think  what we re seeing is  the expansion of new teams across the organizations that we serve  particularly driven by digital operations management plan. I think that s really helping us.,0.18145208433270454,NEUTRAL
The second thing is  we launched stakeholders and business response last year  and so we re seeing an uptick in stakeholder adoption. And those stakeholder licenses have a lower pricing than a traditional license  so that will drive additional users on the platform.,-0.06665286049246788,NEUTRAL
The last thing would be our free product  which is going to continue to drive additional users onto the platform  which gives us a lot more trial at the top of the funnel. So those are some of the things that I think are going to drive that user growth up in ways that I think are very positive for the company long term.,0.13238367438316345,POSITIVE
Owen Wilson,-8.405707194469869e-05,NEUTRAL
Yes. And the         users are all paid users that we re referring to there. So this is representative of us becoming more ubiquitous within the organization  as we ve been used more broadly across an organization  different use cases.,0.00853351317346096,NEUTRAL
So  for example  if you re in a pure customer service type use case  you re not going to -- the kind of plan that you would need would be a different plan. Hence  we created a different SKU for it to someone who s in dev. So that accounts for some of the variation there. But I would certainly expect that it will outpace the revenue growth.,-0.2626337129622698,NEGATIVE
Kingsley Crane,0.0005372872110456228,NEUTRAL
Okay. That s helpful. And then  last one. Already on version three of the Zendesk integration  which was recently released  that shows the pace of software development today. So  I mean  what have you learned recently with this integration  And how is it -- how you re feeding that back into the product ,0.22152067557908595,NEUTRAL
Jennifer Tejada,0.0010443444189149886,NEUTRAL
I mean  one thing we ve learned is really hard being a customer service agent. Like  if you think about  like  whose jobs have gotten more difficult by being remote and by being at a home  a lot of troubleshooting happens when you re sitting together in the same area and your team manager is there and your unit managers there  et cetera.,-0.4173228070139885,NEGATIVE
Customer service  I think  have been impacted by layoffs. Customers are using the public interweb to drive their feedback into an organization as opposed to chat and phone calls like they have in the past and e-mail. So I think it s tough to be a customer service agent.,-0.4704380180919543,NEGATIVE
And one of the things that we ve learned is  anything we can do to make the contact switching to make the information consumption more actionable to orchestrate a response more quickly  has a huge impact  not just on productivity  but on the health of that customer service team and ultimately  the end consumer experience.,0.23441336583346128,NEUTRAL
And so  usability  which is one of the things that we re known for  is really important in that use case. Connecting people within the platform they re in  Salesforce Service Cloud  Zendesk  etcetera  and being able to give them everything they need to know about an incident  everything they need to know about who s on it  how long it s taking  et cetera  without them having to pivot into other platforms  super important. And that s where our integration investments  I think  have really made a big difference. But I think we re very  very early here.,0.2626231396570802,POSITIVE
Kingsley Crane,0.0005372872110456228,NEUTRAL
Great. Yes. Well  that s very helpful to hear. Right. And congrats again on a great quarter.,0.49915477482863935,POSITIVE
Jennifer Tejada,0.0010443444189149886,NEUTRAL
Thank you.,0.49911520398018183,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
Well  that concludes the questions that we have  folks. Jennifer  I would like to turn it back over to you to send us off with some closing remarks.,-0.03843085467815399,NEUTRAL
Jennifer Tejada,0.0010443444189149886,NEUTRAL
Well  first  I just want to thank everybody who s joined the call and thank our analyst community. You all have given us a lot of feedback. We ve learned a lot from you in the last couple of years since we were first a tiny newborn public baby in the SaaS industry. So  I really -- we really appreciate your partnership and your help.,0.4748284331144532,POSITIVE
Second of all  we do have summit coming up. We re having summit at the end of June this year  the last week of June  which is exciting. We will also be hosting an Analyst Day around that timing  which Howard and the IR team will give you more information  but we look forward to seeing you there and have lots of new  exciting product innovations coming.,0.48297804457251914,POSITIVE
And then the last thing is I just want to mention my support for the agent community  given what s just taken place in Atlanta and what we ve seen over the last couple of weeks. We do stand with the Asian and the Black community against violence and hope for a more just and equitable universe. So thanks to everybody. Have a great week.,0.42351450794376433,POSITIVE
RISE Education Cayman Ltd  REDU  CEO Lihong Wang on Q       Results - Earnings Call Transcript,9.615949238650501e-05,NEUTRAL
Mar.                PM ETRISE Education Cayman Ltd  REDU ,-0.0010543149255681783,NEUTRAL
RISE Education Cayman Ltd  NASDAQ REDU  Q       Earnings Conference Call March               PM ET,-2.52762038144283e-05,NEUTRAL
Company Participants,0.045111452229321,NEUTRAL
Aaron Li - Investor Relations,8.412498573306948e-06,NEUTRAL
Lihong Wang - Chairwoman   Chief Executive Officer,-4.964037361787632e-05,NEUTRAL
Warren Wang - Chief Financial Officer,-8.290425466839224e-05,NEUTRAL
Conference Call Participants,0.00042582026799209416,NEUTRAL
Lauren Xu - Credit Suisse,-1.2775548384524882e-05,NEUTRAL
Sheng Zhong - Morgan Stanley,-0.0011183109163539484,NEUTRAL
Blake Lee - Aviation Investment,7.974749314598739e-05,NEUTRAL
Joy Wei -   Research,0.00030887918546795845,NEUTRAL
Operator,-0.004182040225714445,NEUTRAL
Ladies and gentlemen  thank you for standing by. And welcome to RISE Education Fourth Quarter and Full Year      Earnings Conference Call. At this time  all participants are in a listen-only mode. There will be a presentation followed by a question-and-answer session.  Operator Instructions  Please be advised that today s conference is being recorded.,0.2741351148870308,POSITIVE
I would now like to hand the conference over to your first speaker today Mr. Aaron Li. Thank you. Please go ahead.,0.3594849220244214,POSITIVE
Aaron Li,0.0014850355364615098,NEUTRAL
Thank you  operator. Hello  everyone  and welcome to RISE Education s fourth quarter and full year      earnings conference call. Today  you will hear from Ms. Lihong Wang  Chairwoman and CEO  and Mr. Warren  CFO. Lihong will go over recent business updates  operations  and the company s long-term strategy. Warren will go over the financial results for the quarter. Both will be available to take your questions in the Q A session that follows.,0.3345343029941432,POSITIVE
Before we proceed  I would like to remind you that today s discussion may contain certain forward-looking statements made under the Safe Harbor provisions of the U.S. Private Securities Litigation Reform Act of     . The forward-looking statements are subject to risks and uncertainties that may cause actual results to differ materially from our current expectations.,-0.0017177591216750443,NEUTRAL
To understand the factors that could cause results to materially differ from those in the forward-looking statements  please refer to our Form   -F filed with SEC on April         . We do not assume any obligations to update any forward-looking statements except as required under applicable law. Throughout today s call Lihong and Warren will be referring to the earnings presentation that has been uploaded to our IR website as a supplement to today s call.,-0.0004428993124747649,NEUTRAL
Now  I d like to turn the call over to Lihong. Lihong  please go ahead.,-0.1257841121405363,NEUTRAL
Lihong Wang,-0.003753406461328268,NEUTRAL
Thanks  Aaron. Hello  everyone. Thank you for joining our earnings call today. We are very pleased to see solid improvement continued this quarter on our financial and operational performance. Revenue for Q       was at the high end of our guidance. Both adjusted EBITDA and net income before goodwill write-down increased substantially.,0.49029851453815354,POSITIVE
     was an unprecedented year of challenges amidst COVID-   pandemic  which affected the China s education industry and our company. We took immediate action in the onset of the academic to stabilize the business with the quick deployment of our Online-Merge-Offline or OMO strategy  and gradually recover the business with various initiatives to develop a unique and strong multi-disciplinary capability-based educational platform.,0.05067854141816497,NEUTRAL
As the pandemic containment gradually return life to normalcy in China  almost all of our offline learning centers resumed normal operation in the fourth quarter. Following the reopening of our self-owned learning centers in Beijing by the end of September       our business essentially recovered during the fourth quarter with significant improvement on both operational and financial side.,0.26829215278849006,POSITIVE
During this quarter  new student enrollments increased on a yearly basis for both RISE regular courses and other courses.,0.005055407120380551,NEUTRAL
Total revenue reached the high-end of our guidance. And adjusted EBITDA was close to the level compared with the fourth quarter of     . This encouraging result  not only demonstrated the effectiveness of our strategy to navigate this new economic environment and contain the impact of COVID-   on our business  but has also positioned us well to see its new growth opportunities in the future.,0.3317196040734416,POSITIVE
I will begin my remarks from slide three. Throughout       we move forward step-by-step and mitigate the impact of COVID-   and steadily steer the recovery of our business. We are pleased to see that we re on-track to transform our business into the OMO model  which focuses on our offline learning centers  where we will continue to enhance our in-house digital infrastructure and cater to online demands.,0.29697739334369544,POSITIVE
Our integrated offline and online operations are strategically put in place to leverage our large offline student base  satisfy parents and students need. At the same time  OMO has tactical benefits to deal with the potential re-emergence of COVID-   restrictions.,0.1357089571247343,NEUTRAL
Let s move on to our financial and operational highlights for the fourth quarter on slide four. Revenues were RMB    million in the first quarter  up     from the prior quarter. Adjusted EBITDA excludes share based compensation expenses and the impairment loss on long-term investments from EBITDA was RMB   million  up     quarter-over-quarter and close to level compared with the fourth quarter of     .,0.0013900971971452236,NEUTRAL
Total number of new students for RISEs regular courses reached       in the fourth quarter  an increase of     year-over-year. As of December   st       the cumulative number of enrolled students who paid for regular courses and other courses  since January     -     exceeded         and        respectively.,0.004062124527990818,NEUTRAL
Our extensive fee pay base underpins our significant scalability and monetization potential under the OMO model. With a comprehensive digital operation system and a large customer database  we can conduct cost efficient marketing to either  expand cross selling opportunities or reactivate past customers effectively.,0.02433918957831338,NEUTRAL
For our capacity expansion as of the end of December       our self operated    learning centres  compared with    in September       our franchise partners opened another    new centres in the fourth quarter  bringing the total number of franchise -- the learning centers to     at the end of December compared with     at the end of September     .,0.016371995050576515,NEUTRAL
Now I would like to give you more color on the    quarter-over-quarter decline in the number of students in class in the fourth quarter of     . Firstly  from what we have observed during the COVID-   pandemic  offline education remains the top priority for many parents  which is also our core business under the OMO model  due to the cumulative impact from the closure of our self-owned learning centers during the first three quarters of       our new students enrollment number was lower than the normal levels.,-0.1883793082088232,NEGATIVE
Secondly  online experience was not as good as offline learning. Our retention rate saw a decline compared with       as some parents choose not to retain courses for their children during the pandemic slowed down.,-0.47145229901070707,NEGATIVE
Thirdly  with offline classes resumed  a large number of students completed their courses and graduate from RISE. Therefore  total outflow of students is larger than inflow. New students enrolled need to wait for classes to start. These factors altogether impacted the total number of student in class at the end of Q      .,-0.017497081542387605,NEUTRAL
However  this should be a short-term phenomenon as new student enrollments continued to gain strong traction with healthy growth over the last two quarters and onward  plus the retention rate is trending up in the fourth quarter  we believe the number of students in offline classrooms will recover very soon in the first half of     .,-0.021980248391628265,NEUTRAL
Now  on to slide five  as the COVID-   epidemic continues to ease in China  almost all of our learning centers resumed normal operations in the fourth quarter. Thanks to our strong offline presence and proven monetization capabilities under the OMO model  our revenues continue to improve and closed the gap vis- -vis the fourth quarter of      and adjusted EBITDA increased   .   over the previous quarter  reflecting well our effective cost control measure.,0.1462417971342802,NEUTRAL
Our OMO model provides more flexibility to students  freeing up classrooms to increase utilization and our ability to switch seamlessly between online and offline resources also makes the business resilient under the pandemic situation.,0.24124206494889222,NEUTRAL
Now please turn to slide six. We continue to see improved profitability in the fourth quarter. As I mentioned before  adjusted EBITDA trending up and the margin improved to   .   from   .   a year ago  and   .   in the previous quarter.,0.254059043712914,POSITIVE
We see three positive factors behind the encouraging result. The first is a topline improvement driven by solid growth in enrollment and the number of classes delivered as a result of the successful deployment of the OMO strategy.,0.33796985336812213,POSITIVE
The second is our continuous enhancement  our digital capabilities which contributed to the improvement of the overall operational efficiency. The third factor is our operational improvements  including various measures to increase the retention rate  classroom utilization rate  and efficient cost control.,0.17474120104452595,NEUTRAL
In the fourth quarter  cost of revenues decreased on both quarterly and yearly basis and customer acquisition costs declined significantly to RMB      from RMB       in the fourth quarter of     .,-0.08665333688259125,NEUTRAL
Online acquisition of new students has become more and more costly in China -- in China s seriously competitive education industry. However  under the OMO model  we have further reduced the customer acquisition costs by overweighting offline marketing channels and cross-selling our product offerings.,0.026454800739884377,NEUTRAL
Now  onto slide seven  we maintained solid growth momentum in new student enrollment compared with the fourth quarter of     . Our multi-channel strategy proved very effective in driving new enrollments  while controlling customer acquisition costs.,0.35088519295095466,POSITIVE
In the fourth quarter  new student enrolled for regular courses increased by     year-over-year. Chinese parents  enthusiasm for investing in their children s education remains undeterred by any means and offline courses are still the preferred choice for our target younger aged students.,0.07080399617552757,NEUTRAL
In addition  we continue to diversify our course offerings beyond regular courses. New students enrolled for other courses in the fourth quarter significantly increased by      year-over-year  fully demonstrating that our courses continue to receive strong approvals from parents and students. For other courses  we provided specialty online courses  including Rise Up  Can-Talk  premium online English small classes  mathematics and logics thinking courses  and life courses  as well as offline courses such as Edge in Hong Kong.,0.13804187104688026,NEUTRAL
Here  I would like to give you some updates on other courses. In line with our online business strategy  we launched the one to four premium online English small classes  which was taught online by foreign teacher. This high value online English course was a good option beyond our regular courses and tailored to the diversified needs of our students study English.,0.4114273225713987,POSITIVE
STEAM courses are an important part of our multi-disciplinary effort. We started with mathematics and logic thinking courses. In early       we dedicated classrooms in three self-owned learning centers for mathematics and logic thinking course  and we intend to build up the franchise business in this category.,0.03187008980603423,NEUTRAL
Life courses are short courses with very low entry fees and has been an effective acquisition channel for students interested in online English courses and STEAM courses. Going forward  we will continue to enhance our efforts to develop into a multi-disciplinary educational platform.,0.2611259742407128,POSITIVE
I m proud to say that we have done quite well on the part of new student s inflow in the quarter four. But due to the operational dynamics  it will still take some time for the uptrend to be fully reflected on the number of students in class with the delayed effect. With such strong momentum  we believe the number of students in offline classes will recover in the first half of     .,0.1403164869407192,MIXED
As illustrated on slide    the Franchise Business delivered a healthy and solid growth momentum in the fourth quarter. After our learning centers gradually reopened in the third quarter  we resumed our expansion plans and increased our franchised learning centers to     by the end of December       reflecting that strong endorsement from existing and new franchise partners.,0.23679579127929173,NEUTRAL
During the fourth quarter  franchise revenues increased     year-over-year and     quarter-over-quarter  benefiting from strong new enrollments in the third quarter of     . Number of new student s enrollments from franchised learning centers reached         an increase of   .   year-over-year  bringing the total number of students in class from franchisees to over        . Our franchisees are an important growth engine for RISE. We will continue to scale the franchise business in      and beyond.,0.06749311259773094,NEUTRAL
Turning to Slide  . We continue to enhance our digitalization capabilities to fit into our OMO strategy. During the fourth quarter  we further improved our technology systems to support operations and execute digital initiatives to improve the quality of our courses. We upgraded our proprietary online classroom technology and course delivery system  and enhanced our ability to seamlessly switch between the online  offline  and OMO model  whenever the circumstance demands.,0.08041534182120813,NEUTRAL
In order to optimize user experience  we offered interactive H  courseware and rolled out an AI classroom supervision system for facilitating teaching quality control. In addition  we improved our business intelligence system  which conducts real-time operational data monitoring and supports data led business decision-making.,0.03826574898266699,NEUTRAL
At the course offerings side  our OMO courseware upgrade  this round includes better content with the complement of modern Artistic Animation. In order to improve our teaching quality  we launched a new teacher training system with an online E-Learning platform  and onsite teacher development trainers to train and certify qualified teachers more efficiently and effectively. We also launched an AI teaching and lesson preparation system to help teachers improve the efficiency and teaching quality  as well as an online public education forum and individualized reports to help parents track classes  and the learning progress of their children.,0.08267998705559876,NEUTRAL
Now on to Slide   . For our      strategy and beyond  we will focus on four initiatives. Firstly  we will further expand our offline learning centers nationwide  targeting to open around     new centers each year  including self-owned and franchise the learning centers. With a customer centric strategy  we will continue to upgrade OMO courses  and strengthen our operating capabilities.,0.04547801818989683,NEUTRAL
Secondly  we will aggressively extend mathematics and logic thinking offline classes throughout our existing network  and adding new partners nationwide. Our goal is to become the number one education provider in the offline market for this category. Certainly  we re proactively pursuing franchise acquisitions and other M A opportunities.,0.0560065524186939,NEUTRAL
Last but not least  we will further expand our fee paying students base or user   registered user base  and attract more students into our private domain traffic management system  where we can continue to benefit from cross-selling and increase each student s Life Time Value and ARPU.,0.051582028390839696,NEUTRAL
Give you an example  early February this year  we launched a light course about Chinese New Year tradition with interesting content and attracted about        enrollments into our private domain site with         registered users.,0.11978239950258285,NEUTRAL
In summary       has been the most challenging year for us. However  it also gave us the chance to stand out among our competitions and show our strong capabilities to overcome all difficulties and transform our business into OMO model.,0.356426396057941,POSITIVE
Looking ahead  although there are still ongoing uncertainties and challenges around COVID-    in light of our successful experience in coping with the pandemic  coupled with proven OMO strategy and strong monetization capability  we remain very confident about the direction of the business to deliver sustainable growth and profitability and increase shareholder value in the long run.,0.14751731883734465,NEUTRAL
I will conclude here and would like to invite our CFO  Warren  to talk about our fourth quarter financials. Thank you.,0.3620368369156495,POSITIVE
Warren Wang,4.869862459599972e-05,NEUTRAL
Thank you  Lihong. Let me now go through our financial results for the fourth quarter of     . Before I begin  please note that all numbers stated are in RMB. As expressed by Lihong  while we re pleased to report that our business gradually recovered in the fourth quarter  as almost all our offline learning centers resumed normal operation in the fourth quarter.,0.26835728134028614,POSITIVE
Our top line and profitability continue to improve  thanks to our store execution capacities under the OMO model. While offline learning centers remain at the core of the OMO strategy  we have continued to invest in our digital transformation and improve our online curriculum or light courses can switch between online and offline seamlessly  whenever the demand comes for it.,0.07587209892517421,NEUTRAL
Turning to slide   . Total revenues for the fourth quarter of      increased by   .   quarter-over-quarter and decreased by   .   year-over-year to RMB    .  million. Revenues from educational programs increase by     quarter-over-quarter and decrease by   .   year-over-year to RMB    .  million.,0.015800966881215572,NEUTRAL
